case_id,bug_id,group,family,test,seed,source_run_dir
case_000034,bug_002,alu,alu_compare_signedness_wrong,riscv_machine_mode_rand_test,4014,/home/meow/iccad/dataset/raw_runs_first_batch/bug_002/riscv_machine_mode_rand_test/seed_004014
case_000035,bug_002,alu,alu_compare_signedness_wrong,riscv_machine_mode_rand_test,4015,/home/meow/iccad/dataset/raw_runs_first_batch/bug_002/riscv_machine_mode_rand_test/seed_004015
case_000036,bug_002,alu,alu_compare_signedness_wrong,riscv_rand_instr_test,2011,/home/meow/iccad/dataset/raw_runs_first_batch/bug_002/riscv_rand_instr_test/seed_002011
case_000037,bug_002,alu,alu_compare_signedness_wrong,riscv_rand_instr_test,2012,/home/meow/iccad/dataset/raw_runs_first_batch/bug_002/riscv_rand_instr_test/seed_002012
case_000038,bug_002,alu,alu_compare_signedness_wrong,riscv_rand_instr_test,2013,/home/meow/iccad/dataset/raw_runs_first_batch/bug_002/riscv_rand_instr_test/seed_002013
case_000039,bug_002,alu,alu_compare_signedness_wrong,riscv_rand_instr_test,2014,/home/meow/iccad/dataset/raw_runs_first_batch/bug_002/riscv_rand_instr_test/seed_002014
case_000040,bug_002,alu,alu_compare_signedness_wrong,riscv_rand_instr_test,2015,/home/meow/iccad/dataset/raw_runs_first_batch/bug_002/riscv_rand_instr_test/seed_002015
case_000041,bug_003,alu,alu_shift_arithmetic_wrong,riscv_machine_mode_rand_test,121,/home/meow/iccad/dataset/raw_runs_first_batch/bug_003/riscv_machine_mode_rand_test/seed_000121
case_000042,bug_003,alu,alu_shift_arithmetic_wrong,riscv_machine_mode_rand_test,122,/home/meow/iccad/dataset/raw_runs_first_batch/bug_003/riscv_machine_mode_rand_test/seed_000122
case_000043,bug_003,alu,alu_shift_arithmetic_wrong,riscv_machine_mode_rand_test,123,/home/meow/iccad/dataset/raw_runs_first_batch/bug_003/riscv_machine_mode_rand_test/seed_000123
case_000044,bug_003,alu,alu_shift_arithmetic_wrong,riscv_machine_mode_rand_test,124,/home/meow/iccad/dataset/raw_runs_first_batch/bug_003/riscv_machine_mode_rand_test/seed_000124
case_000045,bug_003,alu,alu_shift_arithmetic_wrong,riscv_machine_mode_rand_test,125,/home/meow/iccad/dataset/raw_runs_first_batch/bug_003/riscv_machine_mode_rand_test/seed_000125
case_000046,bug_003,alu,alu_shift_arithmetic_wrong,riscv_machine_mode_rand_test,521,/home/meow/iccad/dataset/raw_runs_first_batch/bug_003/riscv_machine_mode_rand_test/seed_000521
case_000047,bug_003,alu,alu_shift_arithmetic_wrong,riscv_machine_mode_rand_test,522,/home/meow/iccad/dataset/raw_runs_first_batch/bug_003/riscv_machine_mode_rand_test/seed_000522
case_000048,bug_003,alu,alu_shift_arithmetic_wrong,riscv_machine_mode_rand_test,523,/home/meow/iccad/dataset/raw_runs_first_batch/bug_003/riscv_machine_mode_rand_test/seed_000523
case_000049,bug_003,alu,alu_shift_arithmetic_wrong,riscv_machine_mode_rand_test,524,/home/meow/iccad/dataset/raw_runs_first_batch/bug_003/riscv_machine_mode_rand_test/seed_000524
case_000050,bug_003,alu,alu_shift_arithmetic_wrong,riscv_machine_mode_rand_test,525,/home/meow/iccad/dataset/raw_runs_first_batch/bug_003/riscv_machine_mode_rand_test/seed_000525
case_000051,bug_003,alu,alu_shift_arithmetic_wrong,riscv_machine_mode_rand_test,4021,/home/meow/iccad/dataset/raw_runs_first_batch/bug_003/riscv_machine_mode_rand_test/seed_004021
case_000052,bug_003,alu,alu_shift_arithmetic_wrong,riscv_machine_mode_rand_test,4022,/home/meow/iccad/dataset/raw_runs_first_batch/bug_003/riscv_machine_mode_rand_test/seed_004022
case_000053,bug_003,alu,alu_shift_arithmetic_wrong,riscv_machine_mode_rand_test,4023,/home/meow/iccad/dataset/raw_runs_first_batch/bug_003/riscv_machine_mode_rand_test/seed_004023
case_000054,bug_003,alu,alu_shift_arithmetic_wrong,riscv_machine_mode_rand_test,4024,/home/meow/iccad/dataset/raw_runs_first_batch/bug_003/riscv_machine_mode_rand_test/seed_004024
case_000055,bug_003,alu,alu_shift_arithmetic_wrong,riscv_machine_mode_rand_test,4025,/home/meow/iccad/dataset/raw_runs_first_batch/bug_003/riscv_machine_mode_rand_test/seed_004025
case_000056,bug_003,alu,alu_shift_arithmetic_wrong,riscv_rand_instr_test,2021,/home/meow/iccad/dataset/raw_runs_first_batch/bug_003/riscv_rand_instr_test/seed_002021
case_000057,bug_003,alu,alu_shift_arithmetic_wrong,riscv_rand_instr_test,2022,/home/meow/iccad/dataset/raw_runs_first_batch/bug_003/riscv_rand_instr_test/seed_002022
case_000058,bug_003,alu,alu_shift_arithmetic_wrong,riscv_rand_instr_test,2023,/home/meow/iccad/dataset/raw_runs_first_batch/bug_003/riscv_rand_instr_test/seed_002023
case_000059,bug_003,alu,alu_shift_arithmetic_wrong,riscv_rand_instr_test,2024,/home/meow/iccad/dataset/raw_runs_first_batch/bug_003/riscv_rand_instr_test/seed_002024
case_000060,bug_003,alu,alu_shift_arithmetic_wrong,riscv_rand_instr_test,2025,/home/meow/iccad/dataset/raw_runs_first_batch/bug_003/riscv_rand_instr_test/seed_002025
case_000061,bug_005,branch,branch_condition_wrong,riscv_machine_mode_rand_test,141,/home/meow/iccad/dataset/raw_runs_first_batch/bug_005/riscv_machine_mode_rand_test/seed_000141
case_000062,bug_005,branch,branch_condition_wrong,riscv_machine_mode_rand_test,142,/home/meow/iccad/dataset/raw_runs_first_batch/bug_005/riscv_machine_mode_rand_test/seed_000142
case_000063,bug_005,branch,branch_condition_wrong,riscv_machine_mode_rand_test,143,/home/meow/iccad/dataset/raw_runs_first_batch/bug_005/riscv_machine_mode_rand_test/seed_000143
case_000064,bug_005,branch,branch_condition_wrong,riscv_machine_mode_rand_test,144,/home/meow/iccad/dataset/raw_runs_first_batch/bug_005/riscv_machine_mode_rand_test/seed_000144
case_000065,bug_005,branch,branch_condition_wrong,riscv_machine_mode_rand_test,145,/home/meow/iccad/dataset/raw_runs_first_batch/bug_005/riscv_machine_mode_rand_test/seed_000145
case_000066,bug_005,branch,branch_condition_wrong,riscv_machine_mode_rand_test,531,/home/meow/iccad/dataset/raw_runs_first_batch/bug_005/riscv_machine_mode_rand_test/seed_000531
case_000067,bug_005,branch,branch_condition_wrong,riscv_machine_mode_rand_test,532,/home/meow/iccad/dataset/raw_runs_first_batch/bug_005/riscv_machine_mode_rand_test/seed_000532
case_000068,bug_005,branch,branch_condition_wrong,riscv_machine_mode_rand_test,533,/home/meow/iccad/dataset/raw_runs_first_batch/bug_005/riscv_machine_mode_rand_test/seed_000533
case_000069,bug_005,branch,branch_condition_wrong,riscv_machine_mode_rand_test,534,/home/meow/iccad/dataset/raw_runs_first_batch/bug_005/riscv_machine_mode_rand_test/seed_000534
case_000070,bug_005,branch,branch_condition_wrong,riscv_machine_mode_rand_test,535,/home/meow/iccad/dataset/raw_runs_first_batch/bug_005/riscv_machine_mode_rand_test/seed_000535
case_000071,bug_005,branch,branch_condition_wrong,riscv_machine_mode_rand_test,4031,/home/meow/iccad/dataset/raw_runs_first_batch/bug_005/riscv_machine_mode_rand_test/seed_004031
case_000072,bug_005,branch,branch_condition_wrong,riscv_machine_mode_rand_test,4032,/home/meow/iccad/dataset/raw_runs_first_batch/bug_005/riscv_machine_mode_rand_test/seed_004032
case_000073,bug_005,branch,branch_condition_wrong,riscv_machine_mode_rand_test,4033,/home/meow/iccad/dataset/raw_runs_first_batch/bug_005/riscv_machine_mode_rand_test/seed_004033
case_000074,bug_005,branch,branch_condition_wrong,riscv_machine_mode_rand_test,4034,/home/meow/iccad/dataset/raw_runs_first_batch/bug_005/riscv_machine_mode_rand_test/seed_004034
case_000075,bug_005,branch,branch_condition_wrong,riscv_machine_mode_rand_test,4035,/home/meow/iccad/dataset/raw_runs_first_batch/bug_005/riscv_machine_mode_rand_test/seed_004035
case_000076,bug_005,branch,branch_condition_wrong,riscv_rand_instr_test,2031,/home/meow/iccad/dataset/raw_runs_first_batch/bug_005/riscv_rand_instr_test/seed_002031
case_000077,bug_005,branch,branch_condition_wrong,riscv_rand_instr_test,2032,/home/meow/iccad/dataset/raw_runs_first_batch/bug_005/riscv_rand_instr_test/seed_002032
case_000078,bug_005,branch,branch_condition_wrong,riscv_rand_instr_test,2033,/home/meow/iccad/dataset/raw_runs_first_batch/bug_005/riscv_rand_instr_test/seed_002033
case_000079,bug_005,branch,branch_condition_wrong,riscv_rand_instr_test,2034,/home/meow/iccad/dataset/raw_runs_first_batch/bug_005/riscv_rand_instr_test/seed_002034
case_000080,bug_005,branch,branch_condition_wrong,riscv_rand_instr_test,2035,/home/meow/iccad/dataset/raw_runs_first_batch/bug_005/riscv_rand_instr_test/seed_002035
case_000081,bug_008,loadstore,load_sign_extend_wrong,riscv_machine_mode_rand_test,171,/home/meow/iccad/dataset/raw_runs_first_batch/bug_008/riscv_machine_mode_rand_test/seed_000171
case_000082,bug_008,loadstore,load_sign_extend_wrong,riscv_machine_mode_rand_test,172,/home/meow/iccad/dataset/raw_runs_first_batch/bug_008/riscv_machine_mode_rand_test/seed_000172
case_000083,bug_008,loadstore,load_sign_extend_wrong,riscv_machine_mode_rand_test,173,/home/meow/iccad/dataset/raw_runs_first_batch/bug_008/riscv_machine_mode_rand_test/seed_000173
case_000084,bug_008,loadstore,load_sign_extend_wrong,riscv_machine_mode_rand_test,174,/home/meow/iccad/dataset/raw_runs_first_batch/bug_008/riscv_machine_mode_rand_test/seed_000174
case_000085,bug_008,loadstore,load_sign_extend_wrong,riscv_machine_mode_rand_test,175,/home/meow/iccad/dataset/raw_runs_first_batch/bug_008/riscv_machine_mode_rand_test/seed_000175
case_000086,bug_008,loadstore,load_sign_extend_wrong,riscv_machine_mode_rand_test,541,/home/meow/iccad/dataset/raw_runs_first_batch/bug_008/riscv_machine_mode_rand_test/seed_000541
case_000087,bug_008,loadstore,load_sign_extend_wrong,riscv_machine_mode_rand_test,542,/home/meow/iccad/dataset/raw_runs_first_batch/bug_008/riscv_machine_mode_rand_test/seed_000542
case_000088,bug_008,loadstore,load_sign_extend_wrong,riscv_machine_mode_rand_test,543,/home/meow/iccad/dataset/raw_runs_first_batch/bug_008/riscv_machine_mode_rand_test/seed_000543
case_000089,bug_008,loadstore,load_sign_extend_wrong,riscv_machine_mode_rand_test,544,/home/meow/iccad/dataset/raw_runs_first_batch/bug_008/riscv_machine_mode_rand_test/seed_000544
case_000090,bug_008,loadstore,load_sign_extend_wrong,riscv_machine_mode_rand_test,545,/home/meow/iccad/dataset/raw_runs_first_batch/bug_008/riscv_machine_mode_rand_test/seed_000545
case_000091,bug_008,loadstore,load_sign_extend_wrong,riscv_machine_mode_rand_test,4041,/home/meow/iccad/dataset/raw_runs_first_batch/bug_008/riscv_machine_mode_rand_test/seed_004041
case_000092,bug_008,loadstore,load_sign_extend_wrong,riscv_machine_mode_rand_test,4042,/home/meow/iccad/dataset/raw_runs_first_batch/bug_008/riscv_machine_mode_rand_test/seed_004042
case_000093,bug_008,loadstore,load_sign_extend_wrong,riscv_machine_mode_rand_test,4043,/home/meow/iccad/dataset/raw_runs_first_batch/bug_008/riscv_machine_mode_rand_test/seed_004043
case_000094,bug_008,loadstore,load_sign_extend_wrong,riscv_machine_mode_rand_test,4044,/home/meow/iccad/dataset/raw_runs_first_batch/bug_008/riscv_machine_mode_rand_test/seed_004044
case_000095,bug_008,loadstore,load_sign_extend_wrong,riscv_machine_mode_rand_test,4045,/home/meow/iccad/dataset/raw_runs_first_batch/bug_008/riscv_machine_mode_rand_test/seed_004045
case_000096,bug_008,loadstore,load_sign_extend_wrong,riscv_rand_instr_test,2041,/home/meow/iccad/dataset/raw_runs_first_batch/bug_008/riscv_rand_instr_test/seed_002041
case_000097,bug_008,loadstore,load_sign_extend_wrong,riscv_rand_instr_test,2042,/home/meow/iccad/dataset/raw_runs_first_batch/bug_008/riscv_rand_instr_test/seed_002042
case_000098,bug_008,loadstore,load_sign_extend_wrong,riscv_rand_instr_test,2043,/home/meow/iccad/dataset/raw_runs_first_batch/bug_008/riscv_rand_instr_test/seed_002043
case_000099,bug_008,loadstore,load_sign_extend_wrong,riscv_rand_instr_test,2044,/home/meow/iccad/dataset/raw_runs_first_batch/bug_008/riscv_rand_instr_test/seed_002044
case_000100,bug_008,loadstore,load_sign_extend_wrong,riscv_rand_instr_test,2045,/home/meow/iccad/dataset/raw_runs_first_batch/bug_008/riscv_rand_instr_test/seed_002045
case_000101,bug_009,loadstore,store_byte_enable_wrong,riscv_machine_mode_rand_test,181,/home/meow/iccad/dataset/raw_runs_first_batch/bug_009/riscv_machine_mode_rand_test/seed_000181
case_000102,bug_009,loadstore,store_byte_enable_wrong,riscv_machine_mode_rand_test,182,/home/meow/iccad/dataset/raw_runs_first_batch/bug_009/riscv_machine_mode_rand_test/seed_000182
case_000103,bug_009,loadstore,store_byte_enable_wrong,riscv_machine_mode_rand_test,183,/home/meow/iccad/dataset/raw_runs_first_batch/bug_009/riscv_machine_mode_rand_test/seed_000183
case_000104,bug_009,loadstore,store_byte_enable_wrong,riscv_machine_mode_rand_test,184,/home/meow/iccad/dataset/raw_runs_first_batch/bug_009/riscv_machine_mode_rand_test/seed_000184
case_000105,bug_009,loadstore,store_byte_enable_wrong,riscv_machine_mode_rand_test,185,/home/meow/iccad/dataset/raw_runs_first_batch/bug_009/riscv_machine_mode_rand_test/seed_000185
case_000106,bug_009,loadstore,store_byte_enable_wrong,riscv_machine_mode_rand_test,551,/home/meow/iccad/dataset/raw_runs_first_batch/bug_009/riscv_machine_mode_rand_test/seed_000551
case_000107,bug_009,loadstore,store_byte_enable_wrong,riscv_machine_mode_rand_test,552,/home/meow/iccad/dataset/raw_runs_first_batch/bug_009/riscv_machine_mode_rand_test/seed_000552
case_000108,bug_009,loadstore,store_byte_enable_wrong,riscv_machine_mode_rand_test,553,/home/meow/iccad/dataset/raw_runs_first_batch/bug_009/riscv_machine_mode_rand_test/seed_000553
case_000109,bug_009,loadstore,store_byte_enable_wrong,riscv_machine_mode_rand_test,554,/home/meow/iccad/dataset/raw_runs_first_batch/bug_009/riscv_machine_mode_rand_test/seed_000554
case_000110,bug_009,loadstore,store_byte_enable_wrong,riscv_machine_mode_rand_test,555,/home/meow/iccad/dataset/raw_runs_first_batch/bug_009/riscv_machine_mode_rand_test/seed_000555
case_000111,bug_009,loadstore,store_byte_enable_wrong,riscv_machine_mode_rand_test,4051,/home/meow/iccad/dataset/raw_runs_first_batch/bug_009/riscv_machine_mode_rand_test/seed_004051
case_000112,bug_009,loadstore,store_byte_enable_wrong,riscv_machine_mode_rand_test,4052,/home/meow/iccad/dataset/raw_runs_first_batch/bug_009/riscv_machine_mode_rand_test/seed_004052
case_000113,bug_009,loadstore,store_byte_enable_wrong,riscv_machine_mode_rand_test,4053,/home/meow/iccad/dataset/raw_runs_first_batch/bug_009/riscv_machine_mode_rand_test/seed_004053
case_000114,bug_009,loadstore,store_byte_enable_wrong,riscv_machine_mode_rand_test,4054,/home/meow/iccad/dataset/raw_runs_first_batch/bug_009/riscv_machine_mode_rand_test/seed_004054
case_000115,bug_009,loadstore,store_byte_enable_wrong,riscv_machine_mode_rand_test,4055,/home/meow/iccad/dataset/raw_runs_first_batch/bug_009/riscv_machine_mode_rand_test/seed_004055
case_000116,bug_009,loadstore,store_byte_enable_wrong,riscv_rand_instr_test,2051,/home/meow/iccad/dataset/raw_runs_first_batch/bug_009/riscv_rand_instr_test/seed_002051
case_000117,bug_009,loadstore,store_byte_enable_wrong,riscv_rand_instr_test,2052,/home/meow/iccad/dataset/raw_runs_first_batch/bug_009/riscv_rand_instr_test/seed_002052
case_000118,bug_009,loadstore,store_byte_enable_wrong,riscv_rand_instr_test,2053,/home/meow/iccad/dataset/raw_runs_first_batch/bug_009/riscv_rand_instr_test/seed_002053
case_000119,bug_009,loadstore,store_byte_enable_wrong,riscv_rand_instr_test,2054,/home/meow/iccad/dataset/raw_runs_first_batch/bug_009/riscv_rand_instr_test/seed_002054
case_000120,bug_009,loadstore,store_byte_enable_wrong,riscv_rand_instr_test,2055,/home/meow/iccad/dataset/raw_runs_first_batch/bug_009/riscv_rand_instr_test/seed_002055
case_000121,bug_010,csr,csr_op_set_clear_swap,riscv_machine_mode_rand_test,601,/home/meow/iccad/dataset/raw_runs_first_batch/bug_010/riscv_machine_mode_rand_test/seed_000601
case_000122,bug_010,csr,csr_op_set_clear_swap,riscv_machine_mode_rand_test,602,/home/meow/iccad/dataset/raw_runs_first_batch/bug_010/riscv_machine_mode_rand_test/seed_000602
case_000123,bug_010,csr,csr_op_set_clear_swap,riscv_machine_mode_rand_test,603,/home/meow/iccad/dataset/raw_runs_first_batch/bug_010/riscv_machine_mode_rand_test/seed_000603
case_000124,bug_010,csr,csr_op_set_clear_swap,riscv_machine_mode_rand_test,604,/home/meow/iccad/dataset/raw_runs_first_batch/bug_010/riscv_machine_mode_rand_test/seed_000604
case_000125,bug_010,csr,csr_op_set_clear_swap,riscv_machine_mode_rand_test,605,/home/meow/iccad/dataset/raw_runs_first_batch/bug_010/riscv_machine_mode_rand_test/seed_000605
case_000126,bug_010,csr,csr_op_set_clear_swap,riscv_machine_mode_rand_test,606,/home/meow/iccad/dataset/raw_runs_first_batch/bug_010/riscv_machine_mode_rand_test/seed_000606
case_000127,bug_010,csr,csr_op_set_clear_swap,riscv_machine_mode_rand_test,607,/home/meow/iccad/dataset/raw_runs_first_batch/bug_010/riscv_machine_mode_rand_test/seed_000607
case_000128,bug_010,csr,csr_op_set_clear_swap,riscv_machine_mode_rand_test,608,/home/meow/iccad/dataset/raw_runs_first_batch/bug_010/riscv_machine_mode_rand_test/seed_000608
case_000129,bug_010,csr,csr_op_set_clear_swap,riscv_machine_mode_rand_test,609,/home/meow/iccad/dataset/raw_runs_first_batch/bug_010/riscv_machine_mode_rand_test/seed_000609
case_000130,bug_010,csr,csr_op_set_clear_swap,riscv_machine_mode_rand_test,610,/home/meow/iccad/dataset/raw_runs_first_batch/bug_010/riscv_machine_mode_rand_test/seed_000610
case_000131,bug_010,csr,csr_op_set_clear_swap,riscv_machine_mode_rand_test,4061,/home/meow/iccad/dataset/raw_runs_first_batch/bug_010/riscv_machine_mode_rand_test/seed_004061
case_000132,bug_010,csr,csr_op_set_clear_swap,riscv_machine_mode_rand_test,4062,/home/meow/iccad/dataset/raw_runs_first_batch/bug_010/riscv_machine_mode_rand_test/seed_004062
case_000133,bug_010,csr,csr_op_set_clear_swap,riscv_machine_mode_rand_test,4063,/home/meow/iccad/dataset/raw_runs_first_batch/bug_010/riscv_machine_mode_rand_test/seed_004063
case_000134,bug_010,csr,csr_op_set_clear_swap,riscv_machine_mode_rand_test,4064,/home/meow/iccad/dataset/raw_runs_first_batch/bug_010/riscv_machine_mode_rand_test/seed_004064
case_000135,bug_010,csr,csr_op_set_clear_swap,riscv_machine_mode_rand_test,4065,/home/meow/iccad/dataset/raw_runs_first_batch/bug_010/riscv_machine_mode_rand_test/seed_004065
case_000136,bug_010,csr,csr_op_set_clear_swap,riscv_rand_instr_test,2061,/home/meow/iccad/dataset/raw_runs_first_batch/bug_010/riscv_rand_instr_test/seed_002061
case_000137,bug_010,csr,csr_op_set_clear_swap,riscv_rand_instr_test,2062,/home/meow/iccad/dataset/raw_runs_first_batch/bug_010/riscv_rand_instr_test/seed_002062
case_000138,bug_010,csr,csr_op_set_clear_swap,riscv_rand_instr_test,2063,/home/meow/iccad/dataset/raw_runs_first_batch/bug_010/riscv_rand_instr_test/seed_002063
case_000139,bug_010,csr,csr_op_set_clear_swap,riscv_rand_instr_test,2064,/home/meow/iccad/dataset/raw_runs_first_batch/bug_010/riscv_rand_instr_test/seed_002064
case_000140,bug_010,csr,csr_op_set_clear_swap,riscv_rand_instr_test,2065,/home/meow/iccad/dataset/raw_runs_first_batch/bug_010/riscv_rand_instr_test/seed_002065
case_000141,bug_011,exception,illegal_instr_trap_missing,riscv_machine_mode_rand_test,701,/home/meow/iccad/dataset/raw_runs_first_batch/bug_011/riscv_machine_mode_rand_test/seed_000701
case_000142,bug_011,exception,illegal_instr_trap_missing,riscv_machine_mode_rand_test,702,/home/meow/iccad/dataset/raw_runs_first_batch/bug_011/riscv_machine_mode_rand_test/seed_000702
case_000143,bug_011,exception,illegal_instr_trap_missing,riscv_machine_mode_rand_test,703,/home/meow/iccad/dataset/raw_runs_first_batch/bug_011/riscv_machine_mode_rand_test/seed_000703
case_000144,bug_011,exception,illegal_instr_trap_missing,riscv_machine_mode_rand_test,704,/home/meow/iccad/dataset/raw_runs_first_batch/bug_011/riscv_machine_mode_rand_test/seed_000704
case_000145,bug_011,exception,illegal_instr_trap_missing,riscv_machine_mode_rand_test,705,/home/meow/iccad/dataset/raw_runs_first_batch/bug_011/riscv_machine_mode_rand_test/seed_000705
case_000146,bug_011,exception,illegal_instr_trap_missing,riscv_machine_mode_rand_test,706,/home/meow/iccad/dataset/raw_runs_first_batch/bug_011/riscv_machine_mode_rand_test/seed_000706
case_000147,bug_011,exception,illegal_instr_trap_missing,riscv_machine_mode_rand_test,707,/home/meow/iccad/dataset/raw_runs_first_batch/bug_011/riscv_machine_mode_rand_test/seed_000707
case_000148,bug_011,exception,illegal_instr_trap_missing,riscv_machine_mode_rand_test,708,/home/meow/iccad/dataset/raw_runs_first_batch/bug_011/riscv_machine_mode_rand_test/seed_000708
case_000149,bug_011,exception,illegal_instr_trap_missing,riscv_machine_mode_rand_test,709,/home/meow/iccad/dataset/raw_runs_first_batch/bug_011/riscv_machine_mode_rand_test/seed_000709
