Case,case_id,bug_id,group,family,test,seed,source_run_dir
22,case_22,bug_128,expansion_20260824,baseline_validated,riscv_rand_jump_test,8002,/workspace/ibex/dv/uvm/out
23,case_23,bug_128,expansion_20260824,baseline_validated,riscv_rand_jump_test,8003,/workspace/ibex/dv/uvm/out
24,case_24,bug_128,expansion_20260824,baseline_validated,riscv_rand_jump_test,8004,/workspace/ibex/dv/uvm/out
25,case_25,bug_128,expansion_20260824,baseline_validated,riscv_rand_jump_test,8005,/workspace/ibex/dv/uvm/out
26,case_26,bug_128,expansion_20260824,baseline_validated,riscv_rand_jump_test,8006,/workspace/ibex/dv/uvm/out
27,case_27,bug_128,expansion_20260824,baseline_validated,riscv_rand_jump_test,8007,/workspace/ibex/dv/uvm/out
28,case_28,bug_128,expansion_20260824,baseline_validated,riscv_rand_jump_test,8009,/workspace/ibex/dv/uvm/out
29,case_29,bug_128,expansion_20260824,baseline_validated,riscv_rand_jump_test,8010,/workspace/ibex/dv/uvm/out
30,case_30,bug_128,expansion_20260824,baseline_validated,riscv_rand_jump_test,8011,/workspace/ibex/dv/uvm/out
31,case_31,bug_128,expansion_20260824,baseline_validated,riscv_rand_jump_test,8012,/workspace/ibex/dv/uvm/out
32,case_32,bug_128,expansion_20260824,baseline_validated,riscv_rand_jump_test,8013,/workspace/ibex/dv/uvm/out
33,case_33,bug_128,expansion_20260824,baseline_validated,riscv_rand_jump_test,8014,/workspace/ibex/dv/uvm/out
34,case_34,bug_128,expansion_20260824,baseline_validated,riscv_rand_jump_test,8015,/workspace/ibex/dv/uvm/out
35,case_35,bug_128,expansion_20260824,baseline_validated,riscv_rand_jump_test,8016,/workspace/ibex/dv/uvm/out
36,case_36,bug_128,expansion_20260824,baseline_validated,riscv_rand_jump_test,8017,/workspace/ibex/dv/uvm/out
37,case_37,bug_128,expansion_20260824,baseline_validated,riscv_rand_jump_test,8018,/workspace/ibex/dv/uvm/out
38,case_38,bug_128,expansion_20260824,baseline_validated,riscv_rand_jump_test,8020,/workspace/ibex/dv/uvm/out
39,case_39,bug_129,expansion_20260824,baseline_validated,riscv_jump_stress_test,8001,/workspace/ibex/dv/uvm/out
40,case_40,bug_129,expansion_20260824,baseline_validated,riscv_jump_stress_test,8002,/workspace/ibex/dv/uvm/out
41,case_41,bug_129,expansion_20260824,baseline_validated,riscv_jump_stress_test,8003,/workspace/ibex/dv/uvm/out
42,case_42,bug_129,expansion_20260824,baseline_validated,riscv_jump_stress_test,8006,/workspace/ibex/dv/uvm/out
43,case_43,bug_129,expansion_20260824,baseline_validated,riscv_jump_stress_test,8007,/workspace/ibex/dv/uvm/out
44,case_44,bug_129,expansion_20260824,baseline_validated,riscv_jump_stress_test,8008,/workspace/ibex/dv/uvm/out
45,case_45,bug_129,expansion_20260824,baseline_validated,riscv_jump_stress_test,8009,/workspace/ibex/dv/uvm/out
46,case_46,bug_129,expansion_20260824,baseline_validated,riscv_jump_stress_test,8010,/workspace/ibex/dv/uvm/out
47,case_47,bug_129,expansion_20260824,baseline_validated,riscv_jump_stress_test,8011,/workspace/ibex/dv/uvm/out
48,case_48,bug_129,expansion_20260824,baseline_validated,riscv_jump_stress_test,8012,/workspace/ibex/dv/uvm/out
49,case_49,bug_129,expansion_20260824,baseline_validated,riscv_jump_stress_test,8013,/workspace/ibex/dv/uvm/out
50,case_50,bug_129,expansion_20260824,baseline_validated,riscv_jump_stress_test,8014,/workspace/ibex/dv/uvm/out
51,case_51,bug_129,expansion_20260824,baseline_validated,riscv_jump_stress_test,8015,/workspace/ibex/dv/uvm/out
52,case_52,bug_129,expansion_20260824,baseline_validated,riscv_jump_stress_test,8016,/workspace/ibex/dv/uvm/out
53,case_53,bug_129,expansion_20260824,baseline_validated,riscv_jump_stress_test,8017,/workspace/ibex/dv/uvm/out
54,case_54,bug_129,expansion_20260824,baseline_validated,riscv_jump_stress_test,8018,/workspace/ibex/dv/uvm/out
55,case_55,bug_129,expansion_20260824,baseline_validated,riscv_jump_stress_test,8019,/workspace/ibex/dv/uvm/out
56,case_56,bug_129,expansion_20260824,baseline_validated,riscv_jump_stress_test,8020,/workspace/ibex/dv/uvm/out
57,case_57,bug_129,expansion_20260824,baseline_validated,riscv_machine_mode_rand_test,8001,/workspace/ibex/dv/uvm/out
58,case_58,bug_129,expansion_20260824,baseline_validated,riscv_machine_mode_rand_test,8002,/workspace/ibex/dv/uvm/out
59,case_59,bug_129,expansion_20260824,baseline_validated,riscv_machine_mode_rand_test,8003,/workspace/ibex/dv/uvm/out
60,case_60,bug_129,expansion_20260824,baseline_validated,riscv_machine_mode_rand_test,8004,/workspace/ibex/dv/uvm/out
61,case_61,bug_129,expansion_20260824,baseline_validated,riscv_machine_mode_rand_test,8005,/workspace/ibex/dv/uvm/out
62,case_62,bug_129,expansion_20260824,baseline_validated,riscv_machine_mode_rand_test,8006,/workspace/ibex/dv/uvm/out
63,case_63,bug_129,expansion_20260824,baseline_validated,riscv_machine_mode_rand_test,8007,/workspace/ibex/dv/uvm/out
64,case_64,bug_129,expansion_20260824,baseline_validated,riscv_machine_mode_rand_test,8008,/workspace/ibex/dv/uvm/out
65,case_65,bug_129,expansion_20260824,baseline_validated,riscv_machine_mode_rand_test,8009,/workspace/ibex/dv/uvm/out
66,case_66,bug_129,expansion_20260824,baseline_validated,riscv_machine_mode_rand_test,8010,/workspace/ibex/dv/uvm/out
67,case_67,bug_129,expansion_20260824,baseline_validated,riscv_machine_mode_rand_test,8011,/workspace/ibex/dv/uvm/out
68,case_68,bug_129,expansion_20260824,baseline_validated,riscv_machine_mode_rand_test,8012,/workspace/ibex/dv/uvm/out
69,case_69,bug_129,expansion_20260824,baseline_validated,riscv_machine_mode_rand_test,8013,/workspace/ibex/dv/uvm/out
70,case_70,bug_129,expansion_20260824,baseline_validated,riscv_machine_mode_rand_test,8014,/workspace/ibex/dv/uvm/out
71,case_71,bug_129,expansion_20260824,baseline_validated,riscv_machine_mode_rand_test,8015,/workspace/ibex/dv/uvm/out
72,case_72,bug_129,expansion_20260824,baseline_validated,riscv_machine_mode_rand_test,8016,/workspace/ibex/dv/uvm/out
73,case_73,bug_129,expansion_20260824,baseline_validated,riscv_machine_mode_rand_test,8017,/workspace/ibex/dv/uvm/out
74,case_74,bug_129,expansion_20260824,baseline_validated,riscv_machine_mode_rand_test,8018,/workspace/ibex/dv/uvm/out
75,case_75,bug_129,expansion_20260824,baseline_validated,riscv_machine_mode_rand_test,8019,/workspace/ibex/dv/uvm/out
76,case_76,bug_129,expansion_20260824,baseline_validated,riscv_machine_mode_rand_test,8020,/workspace/ibex/dv/uvm/out
77,case_77,bug_130,expansion_20260824,baseline_validated,riscv_jump_stress_test,8001,/workspace/ibex/dv/uvm/out
78,case_78,bug_130,expansion_20260824,baseline_validated,riscv_jump_stress_test,8002,/workspace/ibex/dv/uvm/out
79,case_79,bug_130,expansion_20260824,baseline_validated,riscv_jump_stress_test,8003,/workspace/ibex/dv/uvm/out
80,case_80,bug_130,expansion_20260824,baseline_validated,riscv_jump_stress_test,8004,/workspace/ibex/dv/uvm/out
81,case_81,bug_130,expansion_20260824,baseline_validated,riscv_jump_stress_test,8006,/workspace/ibex/dv/uvm/out
82,case_82,bug_130,expansion_20260824,baseline_validated,riscv_jump_stress_test,8007,/workspace/ibex/dv/uvm/out
83,case_83,bug_130,expansion_20260824,baseline_validated,riscv_jump_stress_test,8008,/workspace/ibex/dv/uvm/out
84,case_84,bug_130,expansion_20260824,baseline_validated,riscv_jump_stress_test,8009,/workspace/ibex/dv/uvm/out
85,case_85,bug_130,expansion_20260824,baseline_validated,riscv_jump_stress_test,8010,/workspace/ibex/dv/uvm/out
86,case_86,bug_130,expansion_20260824,baseline_validated,riscv_jump_stress_test,8011,/workspace/ibex/dv/uvm/out
87,case_87,bug_130,expansion_20260824,baseline_validated,riscv_jump_stress_test,8012,/workspace/ibex/dv/uvm/out
88,case_88,bug_130,expansion_20260824,baseline_validated,riscv_jump_stress_test,8013,/workspace/ibex/dv/uvm/out
89,case_89,bug_130,expansion_20260824,baseline_validated,riscv_jump_stress_test,8014,/workspace/ibex/dv/uvm/out
90,case_90,bug_130,expansion_20260824,baseline_validated,riscv_jump_stress_test,8015,/workspace/ibex/dv/uvm/out
91,case_91,bug_130,expansion_20260824,baseline_validated,riscv_jump_stress_test,8016,/workspace/ibex/dv/uvm/out
92,case_92,bug_130,expansion_20260824,baseline_validated,riscv_jump_stress_test,8017,/workspace/ibex/dv/uvm/out
93,case_93,bug_130,expansion_20260824,baseline_validated,riscv_jump_stress_test,8018,/workspace/ibex/dv/uvm/out
94,case_94,bug_130,expansion_20260824,baseline_validated,riscv_jump_stress_test,8019,/workspace/ibex/dv/uvm/out
95,case_95,bug_130,expansion_20260824,baseline_validated,riscv_jump_stress_test,8020,/workspace/ibex/dv/uvm/out
96,case_96,bug_130,expansion_20260824,baseline_validated,riscv_machine_mode_rand_test,8002,/workspace/ibex/dv/uvm/out
97,case_97,bug_130,expansion_20260824,baseline_validated,riscv_machine_mode_rand_test,8003,/workspace/ibex/dv/uvm/out
98,case_98,bug_130,expansion_20260824,baseline_validated,riscv_machine_mode_rand_test,8004,/workspace/ibex/dv/uvm/out
99,case_99,bug_130,expansion_20260824,baseline_validated,riscv_machine_mode_rand_test,8005,/workspace/ibex/dv/uvm/out
100,case_100,bug_130,expansion_20260824,baseline_validated,riscv_machine_mode_rand_test,8006,/workspace/ibex/dv/uvm/out
101,case_101,bug_130,expansion_20260824,baseline_validated,riscv_machine_mode_rand_test,8007,/workspace/ibex/dv/uvm/out
102,case_102,bug_130,expansion_20260824,baseline_validated,riscv_machine_mode_rand_test,8008,/workspace/ibex/dv/uvm/out
103,case_103,bug_130,expansion_20260824,baseline_validated,riscv_machine_mode_rand_test,8009,/workspace/ibex/dv/uvm/out
104,case_104,bug_130,expansion_20260824,baseline_validated,riscv_machine_mode_rand_test,8010,/workspace/ibex/dv/uvm/out
105,case_105,bug_130,expansion_20260824,baseline_validated,riscv_machine_mode_rand_test,8011,/workspace/ibex/dv/uvm/out
106,case_106,bug_130,expansion_20260824,baseline_validated,riscv_machine_mode_rand_test,8012,/workspace/ibex/dv/uvm/out
107,case_107,bug_130,expansion_20260824,baseline_validated,riscv_machine_mode_rand_test,8013,/workspace/ibex/dv/uvm/out
108,case_108,bug_130,expansion_20260824,baseline_validated,riscv_machine_mode_rand_test,8014,/workspace/ibex/dv/uvm/out
109,case_109,bug_130,expansion_20260824,baseline_validated,riscv_machine_mode_rand_test,8015,/workspace/ibex/dv/uvm/out
110,case_110,bug_130,expansion_20260824,baseline_validated,riscv_machine_mode_rand_test,8016,/workspace/ibex/dv/uvm/out
111,case_111,bug_130,expansion_20260824,baseline_validated,riscv_machine_mode_rand_test,8017,/workspace/ibex/dv/uvm/out
112,case_112,bug_130,expansion_20260824,baseline_validated,riscv_machine_mode_rand_test,8018,/workspace/ibex/dv/uvm/out
113,case_113,bug_130,expansion_20260824,baseline_validated,riscv_machine_mode_rand_test,8019,/workspace/ibex/dv/uvm/out
114,case_114,bug_130,expansion_20260824,baseline_validated,riscv_machine_mode_rand_test,8020,/workspace/ibex/dv/uvm/out
115,case_115,bug_130,expansion_20260824,baseline_validated,riscv_rand_jump_test,8001,/workspace/ibex/dv/uvm/out
116,case_116,bug_130,expansion_20260824,baseline_validated,riscv_rand_jump_test,8002,/workspace/ibex/dv/uvm/out
117,case_117,bug_130,expansion_20260824,baseline_validated,riscv_rand_jump_test,8003,/workspace/ibex/dv/uvm/out
118,case_118,bug_130,expansion_20260824,baseline_validated,riscv_rand_jump_test,8004,/workspace/ibex/dv/uvm/out
119,case_119,bug_130,expansion_20260824,baseline_validated,riscv_rand_jump_test,8005,/workspace/ibex/dv/uvm/out
120,case_120,bug_130,expansion_20260824,baseline_validated,riscv_rand_jump_test,8006,/workspace/ibex/dv/uvm/out
121,case_121,bug_130,expansion_20260824,baseline_validated,riscv_rand_jump_test,8007,/workspace/ibex/dv/uvm/out
122,case_122,bug_130,expansion_20260824,baseline_validated,riscv_rand_jump_test,8009,/workspace/ibex/dv/uvm/out
123,case_123,bug_130,expansion_20260824,baseline_validated,riscv_rand_jump_test,8010,/workspace/ibex/dv/uvm/out
124,case_124,bug_130,expansion_20260824,baseline_validated,riscv_rand_jump_test,8011,/workspace/ibex/dv/uvm/out
125,case_125,bug_130,expansion_20260824,baseline_validated,riscv_rand_jump_test,8012,/workspace/ibex/dv/uvm/out
126,case_126,bug_130,expansion_20260824,baseline_validated,riscv_rand_jump_test,8013,/workspace/ibex/dv/uvm/out
127,case_127,bug_130,expansion_20260824,baseline_validated,riscv_rand_jump_test,8014,/workspace/ibex/dv/uvm/out
128,case_128,bug_130,expansion_20260824,baseline_validated,riscv_rand_jump_test,8015,/workspace/ibex/dv/uvm/out
129,case_129,bug_130,expansion_20260824,baseline_validated,riscv_rand_jump_test,8016,/workspace/ibex/dv/uvm/out
130,case_130,bug_130,expansion_20260824,baseline_validated,riscv_rand_jump_test,8017,/workspace/ibex/dv/uvm/out
131,case_131,bug_130,expansion_20260824,baseline_validated,riscv_rand_jump_test,8018,/workspace/ibex/dv/uvm/out
132,case_132,bug_132,expansion_20260824,baseline_validated,riscv_jump_stress_test,8001,/workspace/ibex/dv/uvm/out
133,case_133,bug_132,expansion_20260824,baseline_validated,riscv_jump_stress_test,8002,/workspace/ibex/dv/uvm/out
134,case_134,bug_132,expansion_20260824,baseline_validated,riscv_jump_stress_test,8003,/workspace/ibex/dv/uvm/out
135,case_135,bug_132,expansion_20260824,baseline_validated,riscv_jump_stress_test,8004,/workspace/ibex/dv/uvm/out
136,case_136,bug_132,expansion_20260824,baseline_validated,riscv_jump_stress_test,8005,/workspace/ibex/dv/uvm/out
137,case_137,bug_132,expansion_20260824,baseline_validated,riscv_jump_stress_test,8006,/workspace/ibex/dv/uvm/out
138,case_138,bug_132,expansion_20260824,baseline_validated,riscv_jump_stress_test,8007,/workspace/ibex/dv/uvm/out
139,case_139,bug_132,expansion_20260824,baseline_validated,riscv_jump_stress_test,8008,/workspace/ibex/dv/uvm/out
140,case_140,bug_132,expansion_20260824,baseline_validated,riscv_jump_stress_test,8009,/workspace/ibex/dv/uvm/out
141,case_141,bug_132,expansion_20260824,baseline_validated,riscv_jump_stress_test,8010,/workspace/ibex/dv/uvm/out
142,case_142,bug_132,expansion_20260824,baseline_validated,riscv_jump_stress_test,8011,/workspace/ibex/dv/uvm/out
143,case_143,bug_132,expansion_20260824,baseline_validated,riscv_jump_stress_test,8012,/workspace/ibex/dv/uvm/out
144,case_144,bug_132,expansion_20260824,baseline_validated,riscv_jump_stress_test,8013,/workspace/ibex/dv/uvm/out
145,case_145,bug_132,expansion_20260824,baseline_validated,riscv_jump_stress_test,8014,/workspace/ibex/dv/uvm/out
146,case_146,bug_132,expansion_20260824,baseline_validated,riscv_jump_stress_test,8015,/workspace/ibex/dv/uvm/out
147,case_147,bug_132,expansion_20260824,baseline_validated,riscv_jump_stress_test,8016,/workspace/ibex/dv/uvm/out
148,case_148,bug_132,expansion_20260824,baseline_validated,riscv_jump_stress_test,8017,/workspace/ibex/dv/uvm/out
149,case_149,bug_132,expansion_20260824,baseline_validated,riscv_jump_stress_test,8018,/workspace/ibex/dv/uvm/out
150,case_150,bug_132,expansion_20260824,baseline_validated,riscv_jump_stress_test,8019,/workspace/ibex/dv/uvm/out
151,case_151,bug_132,expansion_20260824,baseline_validated,riscv_jump_stress_test,8020,/workspace/ibex/dv/uvm/out
152,case_152,bug_132,expansion_20260824,baseline_validated,riscv_rand_instr_test,8001,/workspace/ibex/dv/uvm/out
153,case_153,bug_132,expansion_20260824,baseline_validated,riscv_rand_instr_test,8002,/workspace/ibex/dv/uvm/out
154,case_154,bug_132,expansion_20260824,baseline_validated,riscv_rand_instr_test,8003,/workspace/ibex/dv/uvm/out
155,case_155,bug_132,expansion_20260824,baseline_validated,riscv_rand_instr_test,8004,/workspace/ibex/dv/uvm/out
156,case_156,bug_132,expansion_20260824,baseline_validated,riscv_rand_instr_test,8005,/workspace/ibex/dv/uvm/out
157,case_157,bug_132,expansion_20260824,baseline_validated,riscv_rand_instr_test,8006,/workspace/ibex/dv/uvm/out
158,case_158,bug_132,expansion_20260824,baseline_validated,riscv_rand_instr_test,8007,/workspace/ibex/dv/uvm/out
159,case_159,bug_132,expansion_20260824,baseline_validated,riscv_rand_instr_test,8008,/workspace/ibex/dv/uvm/out
160,case_160,bug_132,expansion_20260824,baseline_validated,riscv_rand_instr_test,8009,/workspace/ibex/dv/uvm/out
161,case_161,bug_132,expansion_20260824,baseline_validated,riscv_rand_instr_test,8010,/workspace/ibex/dv/uvm/out
162,case_162,bug_132,expansion_20260824,baseline_validated,riscv_rand_instr_test,8011,/workspace/ibex/dv/uvm/out
163,case_163,bug_132,expansion_20260824,baseline_validated,riscv_rand_instr_test,8012,/workspace/ibex/dv/uvm/out
164,case_164,bug_132,expansion_20260824,baseline_validated,riscv_rand_instr_test,8013,/workspace/ibex/dv/uvm/out
165,case_165,bug_132,expansion_20260824,baseline_validated,riscv_rand_instr_test,8014,/workspace/ibex/dv/uvm/out
166,case_166,bug_132,expansion_20260824,baseline_validated,riscv_rand_instr_test,8015,/workspace/ibex/dv/uvm/out
167,case_167,bug_132,expansion_20260824,baseline_validated,riscv_rand_instr_test,8016,/workspace/ibex/dv/uvm/out
168,case_168,bug_132,expansion_20260824,baseline_validated,riscv_rand_instr_test,8017,/workspace/ibex/dv/uvm/out
169,case_169,bug_132,expansion_20260824,baseline_validated,riscv_rand_instr_test,8018,/workspace/ibex/dv/uvm/out
170,case_170,bug_132,expansion_20260824,baseline_validated,riscv_rand_instr_test,8019,/workspace/ibex/dv/uvm/out
171,case_171,bug_132,expansion_20260824,baseline_validated,riscv_rand_instr_test,8020,/workspace/ibex/dv/uvm/out
172,case_172,bug_132,expansion_20260824,baseline_validated,riscv_rand_jump_test,8001,/workspace/ibex/dv/uvm/out
173,case_173,bug_132,expansion_20260824,baseline_validated,riscv_rand_jump_test,8002,/workspace/ibex/dv/uvm/out
174,case_174,bug_132,expansion_20260824,baseline_validated,riscv_rand_jump_test,8003,/workspace/ibex/dv/uvm/out
175,case_175,bug_132,expansion_20260824,baseline_validated,riscv_rand_jump_test,8004,/workspace/ibex/dv/uvm/out
176,case_176,bug_132,expansion_20260824,baseline_validated,riscv_rand_jump_test,8005,/workspace/ibex/dv/uvm/out
177,case_177,bug_132,expansion_20260824,baseline_validated,riscv_rand_jump_test,8007,/workspace/ibex/dv/uvm/out
178,case_178,bug_132,expansion_20260824,baseline_validated,riscv_rand_jump_test,8008,/workspace/ibex/dv/uvm/out
179,case_179,bug_132,expansion_20260824,baseline_validated,riscv_rand_jump_test,8009,/workspace/ibex/dv/uvm/out
180,case_180,bug_132,expansion_20260824,baseline_validated,riscv_rand_jump_test,8010,/workspace/ibex/dv/uvm/out
181,case_181,bug_132,expansion_20260824,baseline_validated,riscv_rand_jump_test,8011,/workspace/ibex/dv/uvm/out
182,case_182,bug_132,expansion_20260824,baseline_validated,riscv_rand_jump_test,8012,/workspace/ibex/dv/uvm/out
183,case_183,bug_132,expansion_20260824,baseline_validated,riscv_rand_jump_test,8013,/workspace/ibex/dv/uvm/out
184,case_184,bug_132,expansion_20260824,baseline_validated,riscv_rand_jump_test,8014,/workspace/ibex/dv/uvm/out
185,case_185,bug_132,expansion_20260824,baseline_validated,riscv_rand_jump_test,8015,/workspace/ibex/dv/uvm/out
186,case_186,bug_132,expansion_20260824,baseline_validated,riscv_rand_jump_test,8016,/workspace/ibex/dv/uvm/out
187,case_187,bug_132,expansion_20260824,baseline_validated,riscv_rand_jump_test,8017,/workspace/ibex/dv/uvm/out
188,case_188,bug_132,expansion_20260824,baseline_validated,riscv_rand_jump_test,8018,/workspace/ibex/dv/uvm/out
189,case_189,bug_132,expansion_20260824,baseline_validated,riscv_rand_jump_test,8020,/workspace/ibex/dv/uvm/out
190,case_190,bug_133,expansion_20260824,baseline_validated,riscv_debug_branch_jump_test,8001,/workspace/ibex/dv/uvm/out
191,case_191,bug_133,expansion_20260824,baseline_validated,riscv_debug_branch_jump_test,8002,/workspace/ibex/dv/uvm/out
192,case_192,bug_133,expansion_20260824,baseline_validated,riscv_debug_branch_jump_test,8003,/workspace/ibex/dv/uvm/out
193,case_193,bug_133,expansion_20260824,baseline_validated,riscv_debug_branch_jump_test,8004,/workspace/ibex/dv/uvm/out
194,case_194,bug_133,expansion_20260824,baseline_validated,riscv_debug_branch_jump_test,8005,/workspace/ibex/dv/uvm/out
195,case_195,bug_133,expansion_20260824,baseline_validated,riscv_debug_branch_jump_test,8006,/workspace/ibex/dv/uvm/out
196,case_196,bug_133,expansion_20260824,baseline_validated,riscv_debug_branch_jump_test,8007,/workspace/ibex/dv/uvm/out
197,case_197,bug_133,expansion_20260824,baseline_validated,riscv_debug_branch_jump_test,8008,/workspace/ibex/dv/uvm/out
198,case_198,bug_133,expansion_20260824,baseline_validated,riscv_debug_branch_jump_test,8009,/workspace/ibex/dv/uvm/out
199,case_199,bug_133,expansion_20260824,baseline_validated,riscv_debug_branch_jump_test,8010,/workspace/ibex/dv/uvm/out
200,case_200,bug_133,expansion_20260824,baseline_validated,riscv_debug_branch_jump_test,8011,/workspace/ibex/dv/uvm/out
201,case_201,bug_133,expansion_20260824,baseline_validated,riscv_debug_branch_jump_test,8012,/workspace/ibex/dv/uvm/out
202,case_202,bug_133,expansion_20260824,baseline_validated,riscv_debug_branch_jump_test,8013,/workspace/ibex/dv/uvm/out
203,case_203,bug_133,expansion_20260824,baseline_validated,riscv_debug_branch_jump_test,8014,/workspace/ibex/dv/uvm/out
204,case_204,bug_133,expansion_20260824,baseline_validated,riscv_debug_branch_jump_test,8015,/workspace/ibex/dv/uvm/out
205,case_205,bug_133,expansion_20260824,baseline_validated,riscv_debug_branch_jump_test,8016,/workspace/ibex/dv/uvm/out
206,case_206,bug_133,expansion_20260824,baseline_validated,riscv_debug_branch_jump_test,8017,/workspace/ibex/dv/uvm/out
207,case_207,bug_133,expansion_20260824,baseline_validated,riscv_debug_branch_jump_test,8018,/workspace/ibex/dv/uvm/out
208,case_208,bug_133,expansion_20260824,baseline_validated,riscv_debug_branch_jump_test,8019,/workspace/ibex/dv/uvm/out
209,case_209,bug_133,expansion_20260824,baseline_validated,riscv_debug_branch_jump_test,8020,/workspace/ibex/dv/uvm/out
210,case_210,bug_133,expansion_20260824,baseline_validated,riscv_jump_stress_test,8001,/workspace/ibex/dv/uvm/out
211,case_211,bug_133,expansion_20260824,baseline_validated,riscv_jump_stress_test,8002,/workspace/ibex/dv/uvm/out
212,case_212,bug_133,expansion_20260824,baseline_validated,riscv_jump_stress_test,8003,/workspace/ibex/dv/uvm/out
213,case_213,bug_133,expansion_20260824,baseline_validated,riscv_jump_stress_test,8004,/workspace/ibex/dv/uvm/out
214,case_214,bug_133,expansion_20260824,baseline_validated,riscv_jump_stress_test,8005,/workspace/ibex/dv/uvm/out
215,case_215,bug_133,expansion_20260824,baseline_validated,riscv_jump_stress_test,8006,/workspace/ibex/dv/uvm/out
216,case_216,bug_133,expansion_20260824,baseline_validated,riscv_jump_stress_test,8007,/workspace/ibex/dv/uvm/out
217,case_217,bug_133,expansion_20260824,baseline_validated,riscv_jump_stress_test,8008,/workspace/ibex/dv/uvm/out
218,case_218,bug_133,expansion_20260824,baseline_validated,riscv_jump_stress_test,8009,/workspace/ibex/dv/uvm/out
219,case_219,bug_133,expansion_20260824,baseline_validated,riscv_jump_stress_test,8010,/workspace/ibex/dv/uvm/out
220,case_220,bug_133,expansion_20260824,baseline_validated,riscv_jump_stress_test,8011,/workspace/ibex/dv/uvm/out
221,case_221,bug_133,expansion_20260824,baseline_validated,riscv_jump_stress_test,8012,/workspace/ibex/dv/uvm/out
222,case_222,bug_133,expansion_20260824,baseline_validated,riscv_jump_stress_test,8013,/workspace/ibex/dv/uvm/out
223,case_223,bug_133,expansion_20260824,baseline_validated,riscv_jump_stress_test,8014,/workspace/ibex/dv/uvm/out
224,case_224,bug_133,expansion_20260824,baseline_validated,riscv_jump_stress_test,8015,/workspace/ibex/dv/uvm/out
225,case_225,bug_133,expansion_20260824,baseline_validated,riscv_jump_stress_test,8016,/workspace/ibex/dv/uvm/out
226,case_226,bug_133,expansion_20260824,baseline_validated,riscv_jump_stress_test,8017,/workspace/ibex/dv/uvm/out
227,case_227,bug_133,expansion_20260824,baseline_validated,riscv_jump_stress_test,8018,/workspace/ibex/dv/uvm/out
228,case_228,bug_133,expansion_20260824,baseline_validated,riscv_jump_stress_test,8019,/workspace/ibex/dv/uvm/out
229,case_229,bug_133,expansion_20260824,baseline_validated,riscv_jump_stress_test,8020,/workspace/ibex/dv/uvm/out
230,case_230,bug_133,expansion_20260824,baseline_validated,riscv_rand_jump_test,8001,/workspace/ibex/dv/uvm/out
231,case_231,bug_133,expansion_20260824,baseline_validated,riscv_rand_jump_test,8002,/workspace/ibex/dv/uvm/out
232,case_232,bug_133,expansion_20260824,baseline_validated,riscv_rand_jump_test,8003,/workspace/ibex/dv/uvm/out
