case_id,bug_id,group,family,test,seed,source_run_dir
case_000033,bug_005,branch,branch_condition_wrong,riscv_machine_mode_rand_test,143,/home/meow/iccad/dataset/raw_runs_first_batch/bug_005/riscv_machine_mode_rand_test/seed_000143
case_000034,bug_005,branch,branch_condition_wrong,riscv_machine_mode_rand_test,144,/home/meow/iccad/dataset/raw_runs_first_batch/bug_005/riscv_machine_mode_rand_test/seed_000144
case_000035,bug_005,branch,branch_condition_wrong,riscv_machine_mode_rand_test,145,/home/meow/iccad/dataset/raw_runs_first_batch/bug_005/riscv_machine_mode_rand_test/seed_000145
case_000036,bug_005,branch,branch_condition_wrong,riscv_machine_mode_rand_test,531,/home/meow/iccad/dataset/raw_runs_first_batch/bug_005/riscv_machine_mode_rand_test/seed_000531
case_000037,bug_005,branch,branch_condition_wrong,riscv_machine_mode_rand_test,532,/home/meow/iccad/dataset/raw_runs_first_batch/bug_005/riscv_machine_mode_rand_test/seed_000532
case_000038,bug_005,branch,branch_condition_wrong,riscv_machine_mode_rand_test,533,/home/meow/iccad/dataset/raw_runs_first_batch/bug_005/riscv_machine_mode_rand_test/seed_000533
case_000039,bug_005,branch,branch_condition_wrong,riscv_machine_mode_rand_test,534,/home/meow/iccad/dataset/raw_runs_first_batch/bug_005/riscv_machine_mode_rand_test/seed_000534
case_000040,bug_005,branch,branch_condition_wrong,riscv_machine_mode_rand_test,535,/home/meow/iccad/dataset/raw_runs_first_batch/bug_005/riscv_machine_mode_rand_test/seed_000535
case_000041,bug_008,loadstore,load_sign_extend_wrong,riscv_machine_mode_rand_test,171,/home/meow/iccad/dataset/raw_runs_first_batch/bug_008/riscv_machine_mode_rand_test/seed_000171
case_000042,bug_008,loadstore,load_sign_extend_wrong,riscv_machine_mode_rand_test,172,/home/meow/iccad/dataset/raw_runs_first_batch/bug_008/riscv_machine_mode_rand_test/seed_000172
case_000043,bug_008,loadstore,load_sign_extend_wrong,riscv_machine_mode_rand_test,173,/home/meow/iccad/dataset/raw_runs_first_batch/bug_008/riscv_machine_mode_rand_test/seed_000173
case_000044,bug_008,loadstore,load_sign_extend_wrong,riscv_machine_mode_rand_test,174,/home/meow/iccad/dataset/raw_runs_first_batch/bug_008/riscv_machine_mode_rand_test/seed_000174
case_000045,bug_008,loadstore,load_sign_extend_wrong,riscv_machine_mode_rand_test,175,/home/meow/iccad/dataset/raw_runs_first_batch/bug_008/riscv_machine_mode_rand_test/seed_000175
case_000046,bug_008,loadstore,load_sign_extend_wrong,riscv_machine_mode_rand_test,541,/home/meow/iccad/dataset/raw_runs_first_batch/bug_008/riscv_machine_mode_rand_test/seed_000541
case_000047,bug_008,loadstore,load_sign_extend_wrong,riscv_machine_mode_rand_test,542,/home/meow/iccad/dataset/raw_runs_first_batch/bug_008/riscv_machine_mode_rand_test/seed_000542
case_000048,bug_008,loadstore,load_sign_extend_wrong,riscv_machine_mode_rand_test,543,/home/meow/iccad/dataset/raw_runs_first_batch/bug_008/riscv_machine_mode_rand_test/seed_000543
case_000049,bug_008,loadstore,load_sign_extend_wrong,riscv_machine_mode_rand_test,544,/home/meow/iccad/dataset/raw_runs_first_batch/bug_008/riscv_machine_mode_rand_test/seed_000544
case_000050,bug_008,loadstore,load_sign_extend_wrong,riscv_machine_mode_rand_test,545,/home/meow/iccad/dataset/raw_runs_first_batch/bug_008/riscv_machine_mode_rand_test/seed_000545
case_000051,bug_009,loadstore,store_byte_enable_wrong,riscv_machine_mode_rand_test,181,/home/meow/iccad/dataset/raw_runs_first_batch/bug_009/riscv_machine_mode_rand_test/seed_000181
case_000052,bug_009,loadstore,store_byte_enable_wrong,riscv_machine_mode_rand_test,182,/home/meow/iccad/dataset/raw_runs_first_batch/bug_009/riscv_machine_mode_rand_test/seed_000182
case_000053,bug_009,loadstore,store_byte_enable_wrong,riscv_machine_mode_rand_test,183,/home/meow/iccad/dataset/raw_runs_first_batch/bug_009/riscv_machine_mode_rand_test/seed_000183
case_000054,bug_009,loadstore,store_byte_enable_wrong,riscv_machine_mode_rand_test,184,/home/meow/iccad/dataset/raw_runs_first_batch/bug_009/riscv_machine_mode_rand_test/seed_000184
case_000055,bug_009,loadstore,store_byte_enable_wrong,riscv_machine_mode_rand_test,185,/home/meow/iccad/dataset/raw_runs_first_batch/bug_009/riscv_machine_mode_rand_test/seed_000185
case_000056,bug_009,loadstore,store_byte_enable_wrong,riscv_machine_mode_rand_test,551,/home/meow/iccad/dataset/raw_runs_first_batch/bug_009/riscv_machine_mode_rand_test/seed_000551
case_000057,bug_009,loadstore,store_byte_enable_wrong,riscv_machine_mode_rand_test,552,/home/meow/iccad/dataset/raw_runs_first_batch/bug_009/riscv_machine_mode_rand_test/seed_000552
case_000058,bug_009,loadstore,store_byte_enable_wrong,riscv_machine_mode_rand_test,553,/home/meow/iccad/dataset/raw_runs_first_batch/bug_009/riscv_machine_mode_rand_test/seed_000553
case_000059,bug_009,loadstore,store_byte_enable_wrong,riscv_machine_mode_rand_test,554,/home/meow/iccad/dataset/raw_runs_first_batch/bug_009/riscv_machine_mode_rand_test/seed_000554
case_000060,bug_009,loadstore,store_byte_enable_wrong,riscv_machine_mode_rand_test,555,/home/meow/iccad/dataset/raw_runs_first_batch/bug_009/riscv_machine_mode_rand_test/seed_000555
case_000061,bug_010,csr,csr_op_set_clear_swap,riscv_machine_mode_rand_test,601,/home/meow/iccad/dataset/raw_runs_first_batch/bug_010/riscv_machine_mode_rand_test/seed_000601
case_000062,bug_010,csr,csr_op_set_clear_swap,riscv_machine_mode_rand_test,602,/home/meow/iccad/dataset/raw_runs_first_batch/bug_010/riscv_machine_mode_rand_test/seed_000602
case_000063,bug_010,csr,csr_op_set_clear_swap,riscv_machine_mode_rand_test,603,/home/meow/iccad/dataset/raw_runs_first_batch/bug_010/riscv_machine_mode_rand_test/seed_000603
case_000064,bug_010,csr,csr_op_set_clear_swap,riscv_machine_mode_rand_test,604,/home/meow/iccad/dataset/raw_runs_first_batch/bug_010/riscv_machine_mode_rand_test/seed_000604
case_000065,bug_010,csr,csr_op_set_clear_swap,riscv_machine_mode_rand_test,605,/home/meow/iccad/dataset/raw_runs_first_batch/bug_010/riscv_machine_mode_rand_test/seed_000605
case_000066,bug_010,csr,csr_op_set_clear_swap,riscv_machine_mode_rand_test,606,/home/meow/iccad/dataset/raw_runs_first_batch/bug_010/riscv_machine_mode_rand_test/seed_000606
case_000067,bug_010,csr,csr_op_set_clear_swap,riscv_machine_mode_rand_test,607,/home/meow/iccad/dataset/raw_runs_first_batch/bug_010/riscv_machine_mode_rand_test/seed_000607
case_000068,bug_010,csr,csr_op_set_clear_swap,riscv_machine_mode_rand_test,608,/home/meow/iccad/dataset/raw_runs_first_batch/bug_010/riscv_machine_mode_rand_test/seed_000608
case_000069,bug_010,csr,csr_op_set_clear_swap,riscv_machine_mode_rand_test,609,/home/meow/iccad/dataset/raw_runs_first_batch/bug_010/riscv_machine_mode_rand_test/seed_000609
case_000070,bug_010,csr,csr_op_set_clear_swap,riscv_machine_mode_rand_test,610,/home/meow/iccad/dataset/raw_runs_first_batch/bug_010/riscv_machine_mode_rand_test/seed_000610
case_000071,bug_011,exception,illegal_instr_trap_missing,riscv_machine_mode_rand_test,701,/home/meow/iccad/dataset/raw_runs_first_batch/bug_011/riscv_machine_mode_rand_test/seed_000701
case_000072,bug_011,exception,illegal_instr_trap_missing,riscv_machine_mode_rand_test,702,/home/meow/iccad/dataset/raw_runs_first_batch/bug_011/riscv_machine_mode_rand_test/seed_000702
case_000073,bug_011,exception,illegal_instr_trap_missing,riscv_machine_mode_rand_test,703,/home/meow/iccad/dataset/raw_runs_first_batch/bug_011/riscv_machine_mode_rand_test/seed_000703
case_000074,bug_011,exception,illegal_instr_trap_missing,riscv_machine_mode_rand_test,704,/home/meow/iccad/dataset/raw_runs_first_batch/bug_011/riscv_machine_mode_rand_test/seed_000704
case_000075,bug_011,exception,illegal_instr_trap_missing,riscv_machine_mode_rand_test,705,/home/meow/iccad/dataset/raw_runs_first_batch/bug_011/riscv_machine_mode_rand_test/seed_000705
case_000076,bug_011,exception,illegal_instr_trap_missing,riscv_machine_mode_rand_test,706,/home/meow/iccad/dataset/raw_runs_first_batch/bug_011/riscv_machine_mode_rand_test/seed_000706
case_000077,bug_011,exception,illegal_instr_trap_missing,riscv_machine_mode_rand_test,707,/home/meow/iccad/dataset/raw_runs_first_batch/bug_011/riscv_machine_mode_rand_test/seed_000707
case_000078,bug_011,exception,illegal_instr_trap_missing,riscv_machine_mode_rand_test,708,/home/meow/iccad/dataset/raw_runs_first_batch/bug_011/riscv_machine_mode_rand_test/seed_000708
case_000079,bug_011,exception,illegal_instr_trap_missing,riscv_machine_mode_rand_test,709,/home/meow/iccad/dataset/raw_runs_first_batch/bug_011/riscv_machine_mode_rand_test/seed_000709
case_000080,bug_011,exception,illegal_instr_trap_missing,riscv_machine_mode_rand_test,710,/home/meow/iccad/dataset/raw_runs_first_batch/bug_011/riscv_machine_mode_rand_test/seed_000710
