Case,Bug
531,bug_133
532,bug_080
533,bug_133
534,bug_145
535,bug_145
536,bug_134
537,bug_145
538,bug_134
539,bug_145
540,bug_134
541,bug_145
542,bug_134
543,bug_145
544,bug_134
545,bug_134
546,bug_134
547,bug_134
548,bug_134
549,bug_134
550,bug_145
551,bug_134
552,bug_145
553,bug_146
554,bug_145
555,bug_146
556,bug_173
557,bug_145
558,bug_146
559,bug_145
560,bug_146
561,bug_173
562,bug_145
563,bug_146
564,bug_173
565,bug_146
566,bug_145
567,bug_134
568,bug_173
569,bug_146
570,bug_153
571,bug_134
572,bug_160
573,bug_153
574,bug_173
575,bug_160
576,bug_153
577,bug_173
578,bug_160
579,bug_153
580,bug_160
581,bug_173
582,bug_160
583,bug_153
584,bug_146
585,bug_173
586,bug_160
587,bug_146
588,bug_153
589,bug_160
590,bug_173
591,bug_146
592,bug_153
593,bug_173
594,bug_146
595,bug_173
596,bug_173
597,bug_146
598,bug_182
599,bug_146
600,bug_173
601,bug_182
602,bug_146
603,bug_173
604,bug_182
605,bug_160
606,bug_182
607,bug_173
608,bug_182
609,bug_173
610,bug_160
611,bug_182
612,bug_173
613,bug_160
614,bug_182
615,bug_173
616,bug_160
617,bug_173
618,bug_173
619,bug_182
620,bug_160
621,bug_182
622,bug_182
623,bug_182
624,bug_182
625,bug_182
626,bug_182
627,bug_182
628,bug_182
629,bug_182
630,bug_182
631,bug_182
632,bug_182
633,bug_076
634,bug_076
635,bug_076
636,bug_076
637,bug_076
638,bug_080
639,bug_072
640,bug_073
641,bug_072
642,bug_080
643,bug_073
644,bug_076
645,bug_080
646,bug_073
647,bug_076
648,bug_080
649,bug_073
650,bug_076
651,bug_080
652,bug_073
653,bug_076
654,bug_077
655,bug_076
656,bug_076
657,bug_077
658,bug_076
659,bug_080
660,bug_077
661,bug_076
662,bug_080
663,bug_077
664,bug_076
665,bug_077
666,bug_076
667,bug_080
668,bug_081
669,bug_080
670,bug_080
671,bug_136
672,bug_081
673,bug_080
674,bug_128
675,bug_136
676,bug_081
677,bug_080
678,bug_136
679,bug_128
680,bug_080
681,bug_081
682,bug_128
683,bug_136
684,bug_080
685,bug_081
686,bug_128
687,bug_128
688,bug_129
689,bug_128
690,bug_129
691,bug_128
692,bug_129
693,bug_128
694,bug_128
695,bug_136
696,bug_129
697,bug_128
698,bug_128
699,bug_136
700,bug_129
701,bug_128
702,bug_136
703,bug_129
704,bug_128
705,bug_136
706,bug_129
707,bug_128
708,bug_136
709,bug_128
710,bug_129
711,bug_128
712,bug_146
713,bug_128
714,bug_129
715,bug_146
716,bug_129
717,bug_128
718,bug_146
719,bug_136
720,bug_146
721,bug_136
722,bug_146
723,bug_146
724,bug_072
725,bug_147
726,bug_147
727,bug_147
728,bug_147
729,bug_147
730,bug_147
731,bug_147
732,bug_147
733,bug_147
734,bug_147
735,bug_147
736,bug_147
737,bug_147
738,bug_147
739,bug_147
740,bug_147
741,bug_147
742,bug_147
743,bug_147
744,bug_161
745,bug_161
746,bug_147
747,bug_161
748,bug_161
749,bug_161
750,bug_161
751,bug_161
752,bug_161
753,bug_161
754,bug_161
755,bug_161
756,bug_161
757,bug_176
758,bug_161
759,bug_161
760,bug_176
761,bug_161
762,bug_176
763,bug_161
764,bug_161
765,bug_176
766,bug_161
767,bug_176
768,bug_161
769,bug_161
770,bug_176
771,bug_176
772,bug_176
773,bug_176
774,bug_176
775,bug_176
776,bug_176
777,bug_176
778,bug_176
779,bug_176
780,bug_176
781,bug_176
782,bug_176
783,bug_176
784,bug_176
785,bug_195
786,bug_195
787,bug_195
788,bug_195
789,bug_195
790,bug_195
791,bug_195
792,bug_195
793,bug_195
794,bug_195
795,bug_195
796,bug_195
797,bug_195
798,bug_211
799,bug_211
800,bug_211
801,bug_211
802,bug_211
803,bug_211
804,bug_211
805,bug_211
806,bug_211
807,bug_211
808,bug_211
809,bug_211
810,bug_211
811,bug_103
812,bug_103
813,bug_103
814,bug_103
815,bug_103
816,bug_103
817,bug_103
818,bug_103
819,bug_103
820,bug_103
821,bug_103
822,bug_103
823,bug_103
824,bug_103
825,bug_103
826,bug_103
827,bug_103
828,bug_103
829,bug_103
830,bug_103
831,bug_103
832,bug_103
833,bug_103
834,bug_103
835,bug_103
836,bug_103
837,bug_103
838,bug_103
839,bug_103
840,bug_103
841,bug_103
842,bug_103
843,bug_103
844,bug_103
845,bug_051
846,bug_051
847,bug_051
848,bug_051
849,bug_051
850,bug_051
851,bug_051
852,bug_051
853,bug_051
854,bug_156
855,bug_156
856,bug_156
857,bug_156
858,bug_047
859,bug_047
860,bug_047
861,bug_047
862,bug_047
863,bug_047
864,bug_052
865,bug_052
866,bug_052
867,bug_052
868,bug_218
869,bug_218
870,bug_218
871,bug_218
872,bug_218
873,bug_218
874,bug_218
875,bug_218
876,bug_218
877,bug_222
878,bug_222
879,bug_222
880,bug_222
881,bug_222
882,bug_222
883,bug_222
884,bug_222
885,bug_223
886,bug_223
887,bug_223
888,bug_224
889,bug_224
890,bug_224
891,bug_224
892,bug_224
893,bug_224
894,bug_253
895,bug_253
896,bug_253
897,bug_253
898,bug_253
899,bug_253
900,bug_253
901,bug_253
902,bug_253
903,bug_253
904,bug_254
905,bug_254
906,bug_254
907,bug_254
908,bug_254
909,bug_254
910,bug_254
911,bug_254
912,bug_254
913,bug_254
914,bug_273
915,bug_273
916,bug_273
917,bug_276
918,bug_276
919,bug_276
920,bug_280
921,bug_280
922,bug_280
923,bug_281
924,bug_281
925,bug_281
926,bug_282
927,bug_282
928,bug_282
929,bug_283
930,bug_283
931,bug_283
